# objname, z,  logstellar_mass_median, logstellar_mass_errup, logstellar_mass_errdown, sfr_100myr_median, sfr_100myr_errup, sfr_100myr_errdown, logssfr_100myr_median, logssfr_100myr_errup, logssfr_100myr_errdown, logzsol_median, logzsol_errup, logzsol_errdown, tau_dust_median, tau_dust_errup, tau_dust_errdown, avg_age_median, avg_age_errup, avg_age_errdown
UDS_7792,0.8076,9.6586,9.7152,9.5833,3.7832,4.5961,2.9547,-9.0851,-8.9369,-9.2342,-0.0708,0.0479,-0.1835,0.3644,0.4982,0.2651,2.5927,3.1524,1.9881
UDS_7796,1.9802,10.6596,10.7203,10.6070,1.7183,5.2222,0.6520,-10.4443,-9.9012,-10.8683,0.0151,0.0926,-0.2403,0.6124,0.8288,0.4388,2.2105,2.8214,1.9950
UDS_7799,0.8076,10.2322,10.2785,10.1988,2.2879,3.0692,1.7453,-9.8762,-9.7278,-10.0266,-0.2712,-0.1370,-0.3918,0.0939,0.2618,0.0288,4.0356,4.7446,3.6733
UDS_7801,2.5147,10.7956,10.9047,10.6536,66.0839,95.3324,43.1116,-8.9775,-8.6990,-9.2390,-0.0770,0.1044,-0.3089,1.7717,1.9733,1.5719,1.1630,1.4269,0.8679
UDS_7802,1.3432,10.3017,10.3970,10.1201,27.4649,32.9329,25.5976,-8.8335,-8.6441,-8.9547,0.0991,0.1594,0.0261,0.9999,1.0925,0.9227,2.1276,2.3439,1.5947
UDS_7809,1.3350,10.3834,10.4647,10.2932,26.2067,33.6691,22.0475,-8.9564,-8.8010,-9.0885,-0.8587,-0.6538,-1.0018,1.2265,1.3191,1.0997,1.6581,1.9780,1.3801
UDS_7810,0.6595,10.0405,10.0846,9.9758,1.0498,1.7277,0.7327,-10.0297,-9.7517,-10.1818,0.0658,0.1436,-0.0700,0.7548,0.8884,0.6460,3.9164,4.2855,3.4844
UDS_7820,0.7887,9.6782,9.7343,9.6236,0.6726,1.1146,0.3497,-9.8673,-9.6374,-10.1159,-0.6299,-0.3497,-1.0816,0.3480,0.6134,0.0989,3.9546,4.4697,3.5970
UDS_7821,1.3421,9.0974,9.1793,8.9445,1.1615,2.2871,0.8685,-9.0347,-8.7421,-9.1626,-0.5991,-0.3584,-1.0409,0.0899,0.1802,0.0403,2.0370,2.4826,1.6913
UDS_7824,1.5981,9.5441,9.7365,9.3523,5.3425,8.3288,3.2201,-8.8341,-8.5872,-9.0507,-0.5123,-0.0566,-1.1703,0.8620,1.2217,0.5369,1.4309,1.7744,0.9555
UDS_7825,1.4096,9.5391,9.6041,9.4728,1.9828,2.9030,1.0249,-9.2296,-9.0299,-9.5857,-0.2692,-0.0626,-0.4928,0.1005,0.2551,0.0267,1.8663,2.3254,1.5053
UDS_7827,1.0374,9.1704,9.2628,9.0579,0.5204,0.7693,0.3277,-9.4807,-9.2265,-9.6880,-0.7826,-0.4286,-1.1343,0.0599,0.1790,0.0183,2.6822,3.4750,1.9738
UDS_7829,2.2854,10.7279,10.8351,10.3786,105.6084,119.4137,92.1058,-8.7189,-8.3266,-8.8554,0.1386,0.1777,0.0961,0.7873,0.8284,0.7524,1.0772,1.2332,0.6639
UDS_7830,0.9469,8.3481,8.5662,8.2371,0.9058,1.0140,0.7034,-8.3902,-8.2482,-8.7365,0.1073,0.1628,-0.0218,0.2582,0.2962,0.1759,0.9253,1.8624,0.2147
UDS_7833,1.0653,9.0017,9.0950,8.7981,1.0771,2.0054,0.7236,-8.9406,-8.5922,-9.2155,-1.0918,-0.7797,-1.3409,0.0411,0.0831,0.0108,2.3099,3.2104,1.5697
UDS_7841,0.6348,9.0372,9.1706,8.9599,0.2394,0.5078,0.1371,-9.6333,-9.4205,-9.8928,-0.8303,-0.5193,-1.5516,0.1680,0.4282,0.0486,3.9244,4.2550,3.3655
UDS_7848,2.5952,9.5473,9.6994,9.3358,4.2634,7.3383,2.5122,-8.9009,-8.5421,-9.2194,-0.7356,-0.2351,-1.3225,0.1814,0.3939,0.0661,1.0077,1.2945,0.6397
UDS_7849,2.1772,9.7231,9.9042,9.5409,7.5526,10.3726,5.7946,-8.8238,-8.6123,-9.0878,-0.6506,-0.3567,-1.1454,0.1255,0.3011,0.0680,1.0537,1.5478,0.5233
UDS_7852,1.0073,9.0723,9.1423,8.9535,0.5974,0.9626,0.4718,-9.2941,-8.9903,-9.4481,-0.1825,0.0046,-0.4325,0.0245,0.0833,0.0068,2.3440,2.8447,1.6123
UDS_7855,2.2978,9.8915,10.0516,9.6919,2.3072,6.6956,0.4236,-9.5376,-8.9672,-10.2780,-0.4652,-0.0431,-1.0198,0.9507,1.3117,0.5760,1.4956,1.8609,1.0656
UDS_7861,0.6672,10.8233,10.9117,10.7848,0.4530,0.7713,0.3079,-11.2045,-10.9142,-11.3739,-0.1201,0.0797,-0.2125,0.4638,0.6087,0.3849,4.7846,6.5816,4.4797
UDS_7864,2.1465,9.7787,9.8761,9.6684,4.9390,8.4844,3.3504,-9.0540,-8.7837,-9.3132,-0.6020,-0.0932,-1.0641,0.2584,0.4406,0.1411,1.2805,1.5540,0.9404
UDS_7866,1.7587,9.4866,9.5888,9.3674,2.4764,5.6327,1.3440,-9.1037,-8.6984,-9.3891,-0.7531,-0.1506,-1.2036,0.3752,0.7600,0.1139,1.6518,2.1148,1.1627
UDS_7868,2.3374,9.5010,9.6941,9.2632,2.9957,6.5523,1.7112,-9.0049,-8.5121,-9.3663,-0.0641,0.0982,-0.4595,0.1379,0.4750,0.0284,1.3346,1.7732,0.8763
UDS_7874,0.7796,8.3210,8.4891,8.0988,0.1705,0.3349,0.0856,-9.1170,-8.5702,-9.5299,-0.5742,-0.1031,-1.2833,0.4772,0.7541,0.1783,2.6288,3.4651,1.3640
UDS_7877,0.7064,8.9483,9.0923,8.7667,0.8423,1.3401,0.5309,-9.0329,-8.7549,-9.2825,-0.5861,-0.2345,-1.1226,0.3382,0.5216,0.1870,2.6688,3.3535,1.7071
UDS_7885,0.6479,8.7485,8.8511,8.6335,0.8776,1.0700,0.7093,-8.8105,-8.6233,-8.9776,-0.3258,-0.1589,-0.5117,0.0593,0.1118,0.0232,2.2162,2.9201,1.4768
UDS_7886,1.7409,9.5156,9.5835,9.3670,4.1529,5.5219,3.1439,-8.9071,-8.6445,-9.0619,-0.0826,0.1091,-0.3726,0.2051,0.4977,0.1284,1.5122,1.7390,1.1324
UDS_7902,0.9872,9.0838,9.1412,8.9865,0.6573,0.9093,0.5087,-9.2679,-9.0406,-9.4211,-0.1004,0.0476,-0.2461,0.0437,0.1133,0.0122,2.7863,3.2156,2.3070
UDS_7907,1.1815,9.6435,9.6856,9.5892,2.1751,2.8490,1.5442,-9.3146,-9.1644,-9.4600,-0.6102,-0.4159,-0.7611,0.0397,0.0999,0.0150,2.4009,2.7045,2.0937
UDS_7908,1.3129,9.8474,9.8942,9.7833,2.2564,3.2415,1.7380,-9.4997,-9.2917,-9.6391,0.0972,0.1636,-0.0343,0.0742,0.1641,0.0300,2.4536,2.7264,2.1393
UDS_7909,2.1724,9.6348,9.8572,9.4462,9.4300,14.1190,7.2995,-8.6417,-8.3816,-8.9245,-0.4174,-0.2058,-0.9786,0.1505,0.2668,0.0824,0.8436,1.4198,0.4126
UDS_7912,0.7156,8.4047,8.5126,8.2733,0.0590,0.1282,0.0275,-9.6434,-9.2446,-10.0123,-0.7459,-0.3130,-1.2721,0.2566,0.5365,0.0882,3.4456,4.1991,2.6141
UDS_7923,1.7311,9.3397,9.4398,9.1882,2.2471,3.2665,1.6520,-8.9825,-8.5933,-9.1452,-1.2187,-0.9593,-1.6965,0.1285,0.5212,0.0487,1.2180,1.6388,0.5854
UDS_7930,1.3432,9.0482,9.1495,8.9482,1.0017,1.2513,0.7403,-9.0378,-8.8802,-9.2677,-0.0967,0.0769,-0.3239,0.0431,0.0863,0.0145,1.4928,2.4007,0.9751
UDS_7931,1.7637,9.1812,9.2925,9.0477,1.6556,2.3187,1.2562,-8.9617,-8.7177,-9.1646,-0.3936,-0.0692,-0.6994,0.0841,0.1876,0.0277,1.6933,1.9836,1.2109
UDS_7932,1.5788,9.3921,9.5109,9.2704,1.3692,3.1307,0.7851,-9.2590,-8.8151,-9.5216,-0.4866,-0.2059,-1.0576,0.2888,0.6003,0.0594,1.9457,2.2704,1.3920
UDS_7937,0.8185,9.2885,9.3411,9.2358,0.7738,1.0415,0.5532,-9.4117,-9.2581,-9.5457,-0.6066,-0.3860,-0.8400,0.0532,0.1288,0.0157,3.0036,3.5072,2.4803
UDS_7940,0.9073,8.6537,8.7620,8.5271,0.4235,0.8008,0.2314,-9.0102,-8.6727,-9.3543,-0.0603,0.1238,-0.7056,0.5364,0.8117,0.1929,2.0295,2.7814,0.9651
UDS_7942,1.3439,10.7626,10.8369,10.6743,24.7565,36.7206,12.2991,-9.3908,-9.1233,-9.7420,-0.3472,-0.1368,-0.5660,1.0431,1.2041,0.8491,2.1637,2.5555,1.7961
UDS_7945,1.9620,8.8420,8.9943,8.6418,1.5059,2.0249,1.1425,-8.6564,-8.3945,-8.8863,-1.3470,-0.9316,-1.7079,0.1535,0.2698,0.0704,0.9918,1.2941,0.4860
UDS_7950,1.2796,9.3097,9.4153,9.1121,1.1092,2.6100,0.6842,-9.2546,-8.7391,-9.5562,-0.1948,0.0717,-0.4717,0.3134,0.5844,0.1457,2.6014,3.1300,1.7767
UDS_7952,1.7411,9.0959,9.2306,8.9058,1.0427,2.5104,0.5713,-9.0708,-8.5865,-9.3801,-0.8344,-0.3436,-1.3491,0.2777,0.6209,0.0589,1.3225,1.9298,0.6754
UDS_7959,0.6778,10.5071,10.5368,10.4741,0.0956,0.2183,0.0150,-11.5295,-11.1676,-12.3238,-0.0861,0.0930,-0.2265,0.4398,0.5538,0.3096,4.3442,4.6870,4.0545
UDS_7960,0.6518,8.6636,8.7235,8.5731,0.0132,0.0621,0.0035,-10.5585,-9.8431,-11.1258,-1.6419,-1.3289,-1.8662,0.1846,0.3702,0.0633,4.0964,4.6300,3.2724
UDS_7967,1.6805,10.0763,10.1326,9.9667,5.6610,7.8237,4.0947,-9.3229,-9.1201,-9.4852,-0.4665,-0.2000,-0.8082,0.2230,0.3149,0.0903,2.0415,2.2511,1.5766
UDS_7973,2.3400,9.4085,9.5373,9.0722,5.1959,9.5251,3.8697,-8.6896,-8.1286,-8.9066,0.1279,0.1732,0.0379,0.1159,0.1779,0.0460,1.0185,1.2043,0.3197
UDS_7975,0.5660,8.5941,8.8268,8.4816,0.5389,0.6593,0.3204,-8.8533,-8.6673,-9.3197,0.1338,0.1750,0.0649,0.7676,0.8880,0.5340,2.1800,3.3370,1.4069
UDS_7976,1.6488,9.2163,9.3166,9.1143,0.5220,0.8423,0.3392,-9.5049,-9.2924,-9.6996,-1.0827,-0.6599,-1.5518,0.0685,0.1831,0.0194,1.8253,2.3571,1.4346
UDS_7980,0.9146,8.8675,8.9928,8.7864,3.9245,4.7213,2.6433,-8.2671,-8.1213,-8.5629,-0.1713,-0.0604,-0.2541,0.0446,0.0780,0.0160,1.3629,1.7328,0.7182
UDS_7981,2.3250,9.2752,9.4608,9.0154,5.7005,7.8870,3.7749,-8.5027,-8.2525,-8.7234,-1.4675,-0.9493,-1.8181,0.1022,0.2013,0.0394,0.8184,1.1371,0.4132
UDS_7982,0.9783,9.2731,9.3305,9.2056,0.5467,0.9240,0.3878,-9.5123,-9.2780,-9.7171,-0.1722,0.0317,-0.3403,0.0649,0.1544,0.0201,3.0598,3.4385,2.3208
UDS_7990,1.4831,10.3194,10.3613,10.2692,20.6994,27.4256,16.3901,-9.0081,-8.8588,-9.1118,-0.3674,-0.2460,-0.4826,1.3856,1.5122,1.2654,1.9256,2.1155,1.5479
UDS_7991,1.3525,10.3282,10.3673,10.2758,37.5427,42.9400,32.7327,-8.7431,-8.6639,-8.8315,-0.2414,-0.1572,-0.3186,0.8825,0.9522,0.7992,2.1814,2.3356,2.0374
UDS_8003,0.8903,8.7681,8.9084,8.5652,0.1862,0.4664,0.0561,-9.5089,-8.9465,-10.0901,-0.9853,-0.3100,-1.6049,0.3386,0.6006,0.1331,2.6862,3.4194,1.6358
UDS_8005,1.7076,9.7552,9.8163,9.6764,1.1020,2.1645,0.3982,-9.7156,-9.3894,-10.2021,-0.3009,-0.1025,-0.5674,0.4996,0.7435,0.1907,2.1267,2.5518,1.6331
UDS_8009,1.7872,9.4922,9.6070,9.3500,4.2447,7.0907,2.9079,-8.8558,-8.5100,-9.1281,-0.0907,0.0765,-0.2804,0.1284,0.2096,0.0483,1.5940,1.9550,1.0578
UDS_8010,0.8332,8.4739,8.5727,8.3517,0.0552,0.1247,0.0227,-9.7383,-9.3147,-10.1637,-1.1176,-0.6148,-1.5913,0.2447,0.4827,0.0815,3.0883,3.6970,2.3070
UDS_8011,0.8348,8.1487,8.3414,7.9117,0.0096,0.0422,0.0012,-10.1505,-9.4631,-11.1071,-0.8285,-0.2425,-1.4720,1.0572,1.5850,0.5561,3.4720,4.2302,2.5357
UDS_8012,1.1517,10.5054,10.5769,10.4327,25.2526,32.3106,19.7013,-9.0999,-8.9351,-9.2725,0.0984,0.1588,-0.0202,1.0157,1.1149,0.8966,2.2197,2.6995,1.9123
UDS_8015,1.4665,9.2609,9.3596,9.1772,0.8639,1.2565,0.6402,-9.3214,-9.1288,-9.5185,-1.1686,-0.8421,-1.5356,0.0808,0.1632,0.0416,1.9079,2.3688,1.4616
UDS_8016,1.7892,9.3221,9.4141,9.1781,1.7079,2.9650,0.9889,-9.0987,-8.7047,-9.3919,-1.1255,-0.7976,-1.5531,0.0886,0.1756,0.0309,1.5311,1.8694,1.0286
UDS_8019,2.6697,9.4055,9.6282,9.1537,8.1861,11.0577,5.6107,-8.4758,-8.1693,-8.8118,-0.3906,-0.1038,-0.9708,0.3401,0.5113,0.2091,0.7106,0.9824,0.4266
UDS_8027,0.5407,8.1137,8.2188,7.9704,0.0181,0.0681,0.0044,-9.8646,-9.1504,-10.4963,-1.2842,-0.8058,-1.6707,0.2870,0.5109,0.1128,3.8597,4.6479,2.7404
UDS_8029,2.6910,10.0564,10.1807,9.8640,23.7803,42.5949,16.2483,-8.6646,-8.2582,-8.9443,-0.3941,-0.0815,-0.7731,0.3014,0.5372,0.1573,0.8240,1.1410,0.5735
UDS_8036,2.8397,10.0951,10.2588,9.8671,17.9918,33.1714,8.2743,-8.8408,-8.4669,-9.2188,-0.2624,-0.0017,-0.5910,1.0429,1.3747,0.6264,0.9838,1.3081,0.6154
UDS_8037,1.0198,9.2225,9.2687,9.1638,1.1923,1.4676,1.0378,-9.1448,-9.0288,-9.2377,-0.0280,0.0659,-0.1989,0.0229,0.0612,0.0065,2.1899,2.4784,1.9172
UDS_8047,0.6246,8.6060,8.7360,8.4314,0.2075,0.3617,0.1106,-9.2952,-8.9009,-9.6412,-0.6289,-0.0400,-1.2221,0.4048,0.6583,0.1914,3.3070,4.2004,2.0840
UDS_8051,1.2853,9.8967,9.9645,9.8457,1.7696,2.9572,1.1457,-9.6453,-9.4373,-9.8505,-0.3333,-0.1035,-0.9243,0.3912,0.6641,0.1773,2.2694,2.5518,1.8093
UDS_8054,0.6088,8.9280,9.0111,8.8139,0.2957,0.5744,0.1638,-9.4905,-9.0579,-9.7504,-0.4205,-0.2160,-0.8520,0.2422,0.4844,0.0948,3.5836,4.3893,2.9259
UDS_8065,0.5896,10.0443,10.1021,9.9736,1.2848,1.6155,1.0820,-9.9420,-9.8001,-10.0382,-0.2593,-0.0244,-0.5314,0.1271,0.2328,0.0272,5.3837,6.6596,4.3644
UDS_8066,1.6872,9.8375,9.9891,9.6511,6.5907,8.5236,4.4910,-9.0173,-8.7732,-9.2729,-0.8493,-0.4798,-1.4848,0.4207,0.7274,0.2137,1.1125,1.8218,0.6326
UDS_8067,1.4670,10.6562,10.6992,10.6272,0.4583,1.5063,0.1118,-11.0123,-10.4515,-11.6252,-0.1206,0.0649,-0.2846,0.1590,0.3582,0.0745,2.4296,2.6723,2.1601
UDS_8068,0.7014,8.3425,8.4566,8.1455,0.0972,0.1843,0.0485,-9.3537,-8.9102,-9.7071,-1.3639,-0.5939,-1.7634,0.2386,0.5449,0.0825,2.8173,3.5101,1.5001
UDS_8079,1.2256,10.4373,10.4715,10.3925,8.1280,11.2582,5.2431,-9.5164,-9.3560,-9.7411,-0.1317,0.0871,-0.3621,0.5589,0.7066,0.3364,2.2781,2.6311,1.9666
UDS_8080,1.8919,9.2473,9.4391,9.0268,2.8610,4.5686,1.7320,-8.7767,-8.4166,-9.1530,-0.6090,-0.1205,-1.2948,0.0836,0.1804,0.0384,1.2749,1.6668,0.8120
UDS_8086,0.6239,9.1599,9.2921,9.0789,0.7894,1.2142,0.3526,-9.2727,-9.0424,-9.6786,-0.6882,-0.4644,-1.1204,0.0708,0.1685,0.0214,3.5829,4.2151,3.1973
UDS_8087,1.6631,9.9321,10.0836,9.8381,10.9340,17.7204,5.1186,-8.9427,-8.6211,-9.2327,-0.9415,-0.4482,-1.2772,0.6183,0.8880,0.2183,1.3401,1.6584,0.7287
UDS_8092,0.6821,8.5449,8.6443,8.4467,0.1802,0.2707,0.1290,-9.2663,-9.0623,-9.5029,-0.5520,-0.2868,-1.0773,0.1194,0.2792,0.0481,2.6441,4.0413,1.4013
UDS_8097,0.7270,8.6395,8.7330,8.5182,0.0359,0.1231,0.0045,-10.1100,-9.4760,-11.0083,-0.8690,-0.2268,-1.4965,0.4260,0.7403,0.2098,3.3258,3.9843,2.5308
UDS_8103,0.9095,8.6573,8.7505,8.4950,0.9298,1.3261,0.7173,-8.6525,-8.4858,-8.8178,-0.1533,0.0009,-0.7024,0.0628,0.1261,0.0253,1.8425,2.6673,0.7682
UDS_8108,2.6837,10.9358,10.9818,10.8813,36.8331,57.9946,24.0889,-9.3704,-9.1444,-9.5823,0.0275,0.1308,-0.1308,0.6093,0.7623,0.4567,1.1282,1.3392,0.9192
UDS_8114,0.6040,9.0377,9.1006,8.9493,0.6079,0.9134,0.4357,-9.2608,-9.0081,-9.4395,-0.4723,-0.2892,-0.7393,0.1273,0.2763,0.0529,3.2183,3.9399,2.6454
UDS_8115,1.0689,10.2803,10.4154,10.1535,10.6567,20.8989,6.4010,-9.2501,-8.7971,-9.6058,0.0391,0.1447,-0.1000,0.2808,0.5399,0.1236,2.4109,3.8363,2.0993
UDS_8119,1.4022,8.9288,9.1765,8.6049,2.1372,3.0657,1.4033,-8.6505,-8.1912,-8.9008,-0.9471,-0.5873,-1.4960,0.0642,0.1193,0.0247,1.3065,1.8135,0.5084
UDS_8126,0.9136,11.2951,11.3569,11.2333,0.6520,0.9936,0.2609,-11.4773,-11.2671,-11.9299,0.0326,0.0892,-0.0670,0.2795,0.3637,0.1393,4.8187,5.7840,3.9122
UDS_8135,1.8159,9.1379,9.3620,8.7945,2.7494,3.9408,2.1170,-8.6772,-8.3285,-8.9142,-1.2053,-0.3971,-1.6675,0.2203,0.3929,0.0852,1.1789,1.7928,0.6834
UDS_8144,0.6965,8.7099,8.8154,8.5556,0.3246,0.5148,0.2278,-9.1942,-8.9270,-9.4005,-0.9046,-0.4412,-1.3912,0.1417,0.2582,0.0532,2.7262,3.3695,1.5601
UDS_8146,0.9990,8.7347,8.8231,8.6107,0.3001,0.5168,0.2105,-9.2419,-8.9451,-9.4439,-1.2395,-0.8772,-1.5911,0.0557,0.1355,0.0172,2.3718,2.7577,1.6115
UDS_8155,1.1926,9.8278,9.8742,9.7724,2.2621,3.0264,1.6015,-9.4793,-9.3083,-9.6488,-0.0123,0.0999,-0.1740,0.1414,0.2589,0.0699,2.5876,2.7353,2.2113
UDS_8156,0.9477,8.6987,8.7880,8.5864,0.3862,0.7031,0.2312,-9.0923,-8.7952,-9.3817,-0.7725,-0.5253,-1.1597,0.0788,0.1727,0.0233,2.6881,3.1219,2.2105
UDS_8158,1.0813,9.3386,9.4075,9.2748,1.2159,1.9402,0.8500,-9.2530,-9.0077,-9.4689,-0.3400,-0.1677,-0.4906,0.1117,0.2096,0.0304,2.8087,3.3647,2.4095
UDS_8162,0.6536,8.7828,8.8911,8.6414,0.0328,0.1294,0.0053,-10.2790,-9.5958,-11.0970,-0.7377,-0.2346,-1.3590,0.4419,0.7330,0.1993,3.7195,4.6369,2.6415
UDS_8174,1.0244,10.7211,10.7648,10.6644,0.1953,0.5200,0.0357,-11.4346,-11.0054,-12.1703,-0.2906,-0.0753,-0.4560,0.5144,0.6084,0.3290,3.5130,3.8690,2.9447
UDS_8179,1.8433,9.1898,9.3425,9.0068,2.2682,3.7652,1.5982,-8.8449,-8.4477,-9.1030,-0.8833,-0.2996,-1.2832,0.1662,0.3998,0.0709,1.1577,1.6132,0.6885
UDS_8184,0.9439,9.1045,9.1680,9.0402,0.5484,0.7139,0.4216,-9.3632,-9.2355,-9.4981,-0.3713,-0.2312,-0.5291,0.0564,0.1286,0.0176,3.0014,3.2308,2.6047
UDS_8190,0.6962,9.3054,9.3791,9.2306,0.7823,1.1645,0.4987,-9.3994,-9.1812,-9.6635,-0.2779,-0.0823,-0.5273,0.1929,0.2945,0.0989,3.2902,3.9054,2.7779
UDS_8191,2.4407,9.4891,9.6529,9.3048,8.1343,11.9056,4.7236,-8.5968,-8.3040,-8.8818,-0.4768,0.0132,-1.0246,0.1910,0.4584,0.0938,0.7486,1.1147,0.3799
UDS_8192,1.8089,8.9514,9.1433,8.7647,2.3094,2.8601,1.8777,-8.5701,-8.3497,-8.8438,-0.1170,0.1004,-0.5006,0.1136,0.2002,0.0342,1.2367,1.6907,0.7456
UDS_8200,0.6233,8.8421,8.9228,8.6543,0.3268,0.5300,0.1953,-9.3293,-8.9841,-9.5998,-0.5310,-0.2498,-0.9444,0.3110,0.4948,0.1520,3.0662,3.8290,1.8067
UDS_8201,0.6482,9.0274,9.1746,8.9126,0.8445,1.0062,0.6899,-9.1123,-8.9321,-9.3139,-0.4461,-0.0742,-0.7900,0.3379,0.4735,0.2020,2.7382,3.7293,1.4514
UDS_8202,0.9248,8.9274,9.0463,8.8394,0.2745,0.4917,0.1854,-9.4788,-9.2736,-9.6823,-0.5254,-0.1025,-1.0590,0.1416,0.3390,0.0439,2.1934,3.0495,1.5506
UDS_8216,0.9440,8.8167,8.9187,8.6897,0.5020,0.8202,0.3090,-9.1033,-8.7601,-9.3892,-0.1234,0.0829,-0.5854,0.2014,0.3573,0.0842,2.5033,2.9215,1.8861
UDS_8217,1.0874,8.4817,8.6334,8.2293,0.2816,0.4186,0.1950,-9.0327,-8.6880,-9.2402,-1.0599,-0.2392,-1.6454,0.0379,0.1216,0.0115,2.2238,2.7764,1.3072
UDS_8226,2.2904,10.3324,10.4132,10.2256,37.7211,52.3963,24.8986,-8.7744,-8.5572,-8.9547,-0.2904,-0.0859,-0.4996,1.6417,1.8299,1.4126,1.0077,1.3254,0.6015
UDS_8227,1.6943,9.1455,9.2724,8.9805,2.7656,4.5932,1.8539,-8.6412,-8.4411,-8.9308,-1.0333,-0.6351,-1.3912,0.0996,0.2317,0.0537,1.6060,1.8464,1.1145
UDS_8230,0.9367,10.1120,10.1425,10.0690,3.2434,4.3671,2.4866,-9.5946,-9.4616,-9.7178,-0.0072,0.1129,-0.2967,0.4387,0.5791,0.2945,2.6520,3.0674,2.3167
UDS_8234,1.3562,9.0514,9.1227,8.9275,0.8637,1.3614,0.5778,-9.0949,-8.9005,-9.2591,-1.4625,-1.0396,-1.7997,0.1541,0.3069,0.0486,1.7425,2.0850,1.2586
UDS_8237,0.9400,8.8308,8.9394,8.6748,0.1241,0.3664,0.0135,-9.7726,-9.1256,-10.7695,-1.4350,-1.0067,-1.7943,1.0726,1.3179,0.8001,3.2225,4.1402,2.3447
UDS_8239,0.8170,9.9066,10.0167,9.8155,8.0609,10.3169,5.1833,-9.0675,-8.8397,-9.1925,-0.3790,0.0664,-0.5785,1.0147,1.1343,0.7002,2.9824,3.3088,2.1971
UDS_8240,1.9871,10.2221,10.3301,10.0803,17.0029,25.8787,7.8398,-8.9919,-8.6808,-9.4261,-0.2251,0.0215,-0.4169,1.3189,1.5162,1.1119,1.4837,1.8537,0.7063
UDS_8244,0.7566,8.6009,8.7540,8.3301,0.4408,0.9356,0.1474,-8.9316,-8.3787,-9.4834,-0.7803,-0.0976,-1.4427,0.6897,1.0532,0.2098,2.2698,3.2976,0.8294
UDS_8246,1.7969,9.5001,9.6671,9.3874,5.3137,6.8169,3.6563,-8.7787,-8.5955,-9.0259,-0.6176,-0.4119,-0.9367,0.1091,0.2273,0.0411,1.0153,1.4875,0.5131
UDS_8253,1.1987,9.1559,9.2390,9.0726,0.4723,0.9769,0.2986,-9.4866,-9.0856,-9.7508,-0.2634,-0.0089,-0.6328,0.2774,0.5590,0.1141,2.4631,3.0177,1.9029
UDS_8269,0.9513,8.9944,9.1306,8.8927,0.4739,1.2755,0.2016,-9.3020,-8.9586,-9.6885,-0.3445,-0.0963,-0.8087,0.3976,1.0569,0.1181,2.9963,3.5441,2.2040
UDS_8270,1.6137,9.0626,9.1414,8.9676,2.3050,2.6681,1.9869,-8.7058,-8.5896,-8.8024,-1.5648,-1.3239,-1.7747,0.0135,0.0368,0.0040,1.3768,1.8455,1.0051
UDS_8274,1.8552,10.7125,10.7891,10.6295,81.1153,105.4085,55.5468,-8.7995,-8.6257,-9.0255,0.1072,0.1620,-0.0125,1.5113,1.7194,1.3473,1.2412,1.5058,0.8936
UDS_8275,0.8313,8.9408,9.0958,8.7586,0.0554,0.2124,0.0066,-10.2102,-9.5848,-11.1967,-0.7499,-0.2110,-1.4055,1.2304,1.6569,0.8328,3.5304,4.2718,2.7303
UDS_8278,1.3662,8.9283,9.1219,8.5770,1.3361,1.8991,1.0610,-8.7957,-8.1962,-9.0125,0.0476,0.1595,-0.6108,0.0559,0.1066,0.0206,1.5600,2.4485,0.5780
UDS_8279,0.9489,9.0169,9.0887,8.9257,0.4226,0.6144,0.3201,-9.3757,-9.1933,-9.5447,-0.7761,-0.4880,-1.0973,0.0899,0.2073,0.0292,2.4473,2.9108,1.8485
UDS_8291,2.1233,10.6348,10.7156,10.5362,38.2512,53.7482,24.2057,-9.0496,-8.8172,-9.3084,-0.1868,-0.0130,-0.3475,1.0931,1.2868,0.9294,1.3308,1.5495,0.9157
UDS_8296,1.6153,9.6047,9.6844,9.4675,3.2701,6.6594,1.8592,-9.1078,-8.6734,-9.3745,-1.3560,-0.9710,-1.6794,0.2737,0.4639,0.1573,1.4579,1.8639,0.7904
UDS_8299,1.1995,8.7847,8.8961,8.6418,0.3708,0.5010,0.2902,-9.2118,-9.0247,-9.3690,-1.1120,-0.6285,-1.5571,0.0468,0.1350,0.0134,2.1213,2.6066,1.3756
UDS_8304,1.3081,9.6741,9.7578,9.5360,5.6884,9.6748,3.6301,-8.9382,-8.5527,-9.1708,0.0266,0.1370,-0.1955,0.1428,0.2655,0.0532,1.8976,2.2396,1.3066
UDS_8305,1.5631,9.3193,9.4089,9.2301,2.0306,2.6850,1.5441,-9.0188,-8.8625,-9.1651,-1.3587,-1.0988,-1.6500,0.1094,0.1765,0.0573,1.8602,2.3648,1.5915
UDS_8312,1.1876,9.1756,9.2632,9.0831,0.0464,0.2444,0.0050,-10.4973,-9.7321,-11.5133,-1.2173,-0.7488,-1.6748,0.6785,0.9186,0.4588,2.9064,3.4105,2.2809
UDS_8313,1.1414,8.9524,9.0728,8.8004,0.3652,0.7757,0.1580,-9.4075,-8.9514,-9.8284,-1.0099,-0.4240,-1.5357,0.3217,0.5838,0.1493,2.1746,2.7324,1.3545
UDS_8314,1.5703,9.5131,9.6345,9.4020,1.6869,3.4227,0.9418,-9.3078,-9.0079,-9.5874,-0.7902,-0.5930,-1.1719,0.2453,0.4124,0.0846,1.7670,2.1087,0.7753
