# objname, z,  logstellar_mass_median, logstellar_mass_errup, logstellar_mass_errdown, sfr_100myr_median, sfr_100myr_errup, sfr_100myr_errdown, logssfr_100myr_median, logssfr_100myr_errup, logssfr_100myr_errdown, logzsol_median, logzsol_errup, logzsol_errdown, tau_dust_median, tau_dust_errup, tau_dust_errdown, avg_age_median, avg_age_errup, avg_age_errdown
UDS_8319,1.5876,9.5881,9.7578,9.2611,5.1976,9.1736,1.9801,-8.9152,-8.2723,-9.3793,-0.3325,0.0439,-0.8305,0.6171,0.9075,0.1989,1.7331,2.3773,0.7781
UDS_8324,0.7352,8.8781,9.0139,8.7080,0.1690,0.4678,0.0512,-9.6834,-9.0826,-10.2239,-1.0211,-0.4697,-1.5464,0.5316,0.8645,0.2578,3.3898,4.4277,2.3534
UDS_8326,0.9223,9.5253,9.6094,9.4152,2.1753,2.8421,1.4171,-9.2306,-8.9911,-9.4154,-0.3651,-0.0279,-0.8141,0.5089,0.7724,0.2816,2.4721,3.0365,1.7272
UDS_8332,1.0327,9.2886,9.3640,9.2115,1.1771,1.8448,0.7926,-9.2220,-8.9975,-9.4185,-0.1761,-0.0132,-0.4063,0.0886,0.1565,0.0285,2.5155,3.0608,1.8584
UDS_8335,0.8711,8.7054,8.8382,8.5721,0.0830,0.2459,0.0266,-9.7971,-9.2254,-10.3180,-0.8901,-0.3268,-1.4969,0.4877,0.8595,0.2222,3.0380,3.7146,2.2472
UDS_8339,2.7382,9.8321,9.9365,9.7361,5.9077,9.6342,3.4516,-9.0526,-8.7895,-9.3541,-0.8665,-0.4245,-1.2745,0.2788,0.4710,0.1377,1.0051,1.2699,0.7403
UDS_8341,2.1221,10.6891,10.7789,10.5901,77.5252,97.9486,52.2222,-8.7997,-8.6122,-9.0532,-0.3215,-0.2192,-0.4939,1.5954,1.6954,1.4940,1.2406,1.5165,0.9141
UDS_8343,0.6715,8.9507,9.0802,8.7649,0.6982,0.9095,0.5060,-9.1147,-8.8399,-9.3679,-0.2921,-0.0324,-0.4535,0.0943,0.1823,0.0313,3.6712,6.0177,2.4816
UDS_8346,0.6312,8.7313,8.8359,8.5735,0.1832,0.3258,0.1062,-9.4590,-9.1309,-9.7325,-1.1919,-0.7171,-1.6273,0.1198,0.2331,0.0385,3.3791,3.9141,2.2206
UDS_8347,0.8659,8.6932,8.7712,8.6004,0.1197,0.1938,0.0687,-9.6012,-9.4037,-9.8622,-1.1959,-0.7565,-1.5791,0.1094,0.2866,0.0274,3.1175,3.6029,2.5816
UDS_8355,1.6566,9.6701,9.7520,9.5641,1.4480,2.6586,0.9343,-9.5236,-9.1771,-9.7281,-1.1097,-0.6411,-1.5460,0.1162,0.2461,0.0416,1.7369,2.1158,1.3027
UDS_8363,1.5219,10.4832,10.5634,10.4409,20.9796,25.3894,16.8930,-9.1654,-9.0525,-9.3239,-0.3488,-0.1946,-0.5596,0.6759,0.7701,0.5853,1.7503,2.1066,1.5220
UDS_8364,1.6936,9.7458,9.8228,9.6505,3.8363,5.5681,2.1253,-9.1342,-8.9383,-9.4897,0.0859,0.1583,-0.0406,0.1509,0.3134,0.0738,2.0711,2.3939,1.6635
UDS_8367,0.7071,11.2523,11.2836,11.2217,3.7414,5.7517,2.2289,-10.6849,-10.4803,-10.9205,-0.0690,0.0899,-0.1478,1.0580,1.1285,0.9849,4.0199,4.3369,3.7673
UDS_8369,1.0363,9.0449,9.1348,8.9201,0.3318,0.6436,0.1985,-9.5285,-9.1671,-9.7731,-0.8137,-0.3127,-1.3580,0.1775,0.4074,0.0547,2.7461,3.1605,2.0533
UDS_8373,1.0779,8.8389,8.9808,8.6310,0.9000,1.5724,0.5664,-8.8973,-8.4668,-9.1843,-0.3716,-0.0563,-0.8834,0.2829,0.5865,0.1686,2.1433,2.6467,1.2741
UDS_8374,0.7031,9.4847,9.5654,9.4063,1.1528,1.5559,0.7479,-9.4179,-9.2463,-9.6700,-0.0921,0.1136,-0.4676,0.6885,0.9232,0.5026,3.2770,3.8724,2.5226
UDS_8376,0.9165,9.2998,9.3789,9.1607,2.1644,3.2175,1.5923,-8.9670,-8.6657,-9.1668,0.0441,0.1391,-0.1109,0.2820,0.4342,0.1661,2.0113,2.6043,0.8946
UDS_8377,0.5236,8.9081,8.9526,8.8478,0.1021,0.1706,0.0770,-9.9041,-9.6236,-10.0414,-0.3779,-0.1741,-0.6282,0.1138,0.1946,0.0475,4.2874,4.7904,3.8767
UDS_8381,2.2337,9.8281,9.8993,9.7667,0.8733,1.9872,0.3310,-9.8902,-9.5195,-10.3159,-0.8341,-0.2636,-1.3994,0.1861,0.4044,0.0709,1.3875,1.6495,1.0642
UDS_8392,1.4620,9.1097,9.2056,8.9891,0.3713,0.8723,0.2030,-9.5239,-9.1221,-9.8319,-0.6850,-0.2145,-1.1810,0.1311,0.4034,0.0368,2.1476,2.5442,1.5960
UDS_8393,2.4317,9.3774,9.5806,9.0145,4.6323,6.3844,3.2648,-8.6853,-8.2941,-9.0175,-0.9063,-0.3742,-1.4004,0.1745,0.3205,0.0888,0.8114,1.1768,0.3205
UDS_8396,2.0398,9.1819,9.2988,8.9981,1.3574,2.1322,0.8156,-9.0388,-8.7255,-9.3247,-0.5383,-0.0546,-1.2981,0.1413,0.3074,0.0502,1.3377,1.6677,0.7929
UDS_8398,1.4121,10.0162,10.0674,9.8806,4.7318,8.3735,2.8074,-9.3132,-8.9994,-9.6106,-0.1743,-0.0180,-0.4311,0.4848,0.7127,0.3558,2.2778,2.5718,1.6426
UDS_8406,1.5866,9.3596,9.5545,9.2345,1.8047,15.6697,0.9997,-9.0663,-8.3872,-9.3256,-1.3741,-0.6373,-1.6985,0.2347,1.2721,0.0950,1.5214,1.9073,0.8404
UDS_8410,0.9875,8.6539,8.7831,8.4711,0.2994,0.5176,0.1700,-9.1753,-8.8237,-9.5278,-0.4538,-0.0866,-1.1166,0.1069,0.2798,0.0271,2.4319,3.0688,1.2552
UDS_8415,0.6274,9.3385,9.4017,9.1580,0.5427,1.8860,0.3993,-9.5874,-8.8972,-9.7951,0.0288,0.1368,-0.2230,0.2202,0.5712,0.1073,4.1363,4.6629,2.9665
UDS_8417,1.5616,9.2099,9.3085,9.0933,1.6802,2.3266,1.4789,-8.9834,-8.7765,-9.1091,-0.0758,0.0743,-0.2839,0.0346,0.0933,0.0123,1.6781,2.0009,1.1944
UDS_8418,1.4670,8.9530,9.1248,8.7468,1.7754,3.2254,1.0135,-8.7036,-8.4210,-8.9333,-1.1374,-0.6192,-1.5732,0.3784,0.6637,0.1654,1.4127,1.8582,0.4944
UDS_8421,0.8995,8.6964,8.8147,8.5531,0.1823,0.2830,0.1091,-9.4450,-9.1547,-9.7042,-1.5060,-0.9613,-1.8221,0.1158,0.2727,0.0403,2.4044,3.0989,1.4774
UDS_8426,0.9012,8.8622,8.9562,8.7436,0.3420,0.5459,0.2091,-9.3301,-9.0827,-9.5925,-0.7635,-0.4810,-1.1543,0.2258,0.4430,0.0778,2.9643,3.4693,2.3305
UDS_8429,2.5512,9.6866,9.8425,9.4453,11.1512,16.3172,8.2545,-8.6137,-8.4079,-8.7964,-0.9241,-0.5377,-1.3621,0.1180,0.2360,0.0594,0.8159,1.1073,0.3890
UDS_8435,1.4101,8.9431,9.0627,8.7488,0.6417,1.1598,0.3784,-9.1393,-8.7180,-9.4343,-1.4251,-0.9863,-1.7932,0.2197,0.4079,0.1026,1.7266,2.0604,1.2849
UDS_8440,0.6066,8.4689,8.5878,8.3344,0.1171,0.2094,0.0644,-9.4063,-9.0562,-9.7366,-0.8802,-0.2708,-1.4844,0.2490,0.4310,0.1027,3.2299,4.0024,2.2418
UDS_8441,1.0243,8.8602,8.9476,8.7765,0.4688,1.2164,0.2905,-9.1529,-8.8035,-9.3996,-1.5229,-1.1807,-1.8634,0.2773,0.9291,0.0949,2.5088,3.2008,1.7903
UDS_8442,0.9125,8.7982,8.8935,8.6670,0.1014,0.2462,0.0431,-9.8016,-9.3807,-10.2018,-1.3188,-0.7317,-1.7425,0.1890,0.3593,0.0708,2.6995,3.3501,1.7178
UDS_8443,1.6778,10.4178,10.4764,10.3511,14.7762,19.5646,11.3199,-9.2373,-9.0780,-9.3999,-0.1178,0.0396,-0.2966,1.2022,1.3313,1.0831,1.7432,1.9758,1.5243
UDS_8445,1.9246,8.9544,9.1014,8.7709,1.1639,1.8836,0.7477,-8.8818,-8.5709,-9.1590,-0.4098,-0.0621,-1.0425,0.0645,0.1634,0.0199,1.2461,1.5485,0.8499
UDS_8446,2.2354,9.5738,9.8344,9.1624,13.3254,25.6559,5.7100,-8.4264,-8.1349,-8.6791,-1.0712,-0.2498,-1.5563,1.7660,2.1851,1.1106,0.7822,1.1954,0.2930
UDS_8459,0.9745,9.1244,9.2486,8.9208,1.1900,1.8517,0.3642,-9.0807,-8.7679,-9.5520,-0.9096,-0.1611,-1.4552,0.8370,1.1046,0.0889,2.1213,3.1269,1.2654
UDS_8461,0.9536,8.4815,8.6685,8.2403,0.3506,0.5438,0.2393,-8.9216,-8.5802,-9.2219,-0.4395,-0.0307,-1.2911,0.0703,0.1723,0.0216,2.3803,3.0445,1.1740
UDS_8467,2.4025,9.4021,9.5445,9.2254,4.4594,6.2149,3.0174,-8.7345,-8.4651,-9.0078,-1.0139,-0.6410,-1.6249,0.2109,0.3442,0.1005,1.0265,1.2306,0.6991
UDS_8471,0.8404,8.5172,8.6030,8.3833,0.0643,0.1909,0.0225,-9.7111,-9.1327,-10.1959,-1.4141,-0.9745,-1.7713,0.2832,0.5406,0.0997,3.0319,3.6920,1.8593
UDS_8480,1.6520,8.9649,9.0700,8.8397,0.6581,0.9589,0.4646,-9.1221,-8.8790,-9.3633,-1.2618,-0.9953,-1.5286,0.0410,0.0961,0.0146,2.0584,2.4871,1.7516
UDS_8481,2.8396,9.6230,9.8089,9.3980,5.4146,12.1365,2.9150,-8.8300,-8.4297,-9.2497,-0.2532,0.0302,-0.7594,0.3052,0.5865,0.0984,1.0325,1.3249,0.5712
UDS_8485,0.5860,10.4810,10.5131,10.4236,0.8542,1.5563,0.4807,-10.5408,-10.2381,-10.8180,0.0198,0.1395,-0.2423,0.5203,0.6943,0.4169,3.8389,4.1561,3.3385
UDS_8493,0.9176,8.4475,8.5628,8.2912,0.0745,0.1634,0.0287,-9.5750,-9.1049,-10.0559,-1.0086,-0.4939,-1.5371,0.2670,0.4674,0.1081,2.6755,3.2822,1.8476
UDS_8497,0.6720,9.4217,9.4789,9.3354,0.0322,0.4428,0.0042,-10.9561,-9.7330,-11.7936,-0.3611,-0.0789,-0.6598,0.2380,0.5595,0.1037,3.6972,4.3241,3.0815
UDS_8499,0.9417,9.1906,9.2484,9.1221,0.3765,0.6774,0.2465,-9.6221,-9.3417,-9.8199,-0.3356,-0.0602,-0.9689,0.2062,0.5513,0.0718,2.1996,2.7053,1.4438
UDS_8505,0.7549,8.5650,8.6781,8.4538,0.2666,0.3383,0.2044,-9.1551,-8.9623,-9.3176,-0.4737,-0.2293,-0.7974,0.0494,0.1135,0.0149,2.9421,3.8653,1.9958
UDS_8510,2.2645,9.9528,10.0180,9.8615,4.1128,6.9973,2.0843,-9.3406,-9.0531,-9.6704,-0.9272,-0.6188,-1.2343,0.3320,0.4905,0.1580,1.3761,1.6406,0.9851
UDS_8511,1.8122,9.9020,9.9558,9.8345,3.1415,5.4220,2.0953,-9.3953,-9.1224,-9.6111,-0.0911,0.0794,-0.3595,0.1372,0.4381,0.0337,1.9489,2.2638,1.6411
UDS_8514,0.8241,8.6868,8.7972,8.5441,0.0463,0.2802,0.0116,-10.0288,-9.1418,-10.6800,-1.1761,-0.2507,-1.6932,0.3205,0.5937,0.1126,2.8705,3.5180,1.6767
UDS_8518,1.4547,9.5595,9.6909,9.3756,8.6317,11.3372,6.4832,-8.6266,-8.3186,-8.8358,0.0035,0.1268,-0.1947,0.6252,0.8003,0.4130,1.3338,1.8221,0.5033
UDS_8524,1.8501,9.5714,9.7280,9.4065,4.9516,12.4404,1.7767,-8.8654,-8.4727,-9.3115,-0.8104,-0.3811,-1.4398,0.6132,1.2362,0.3169,1.4326,1.9025,0.6332
UDS_8528,1.4951,9.0651,9.1784,8.8932,1.7999,2.2977,1.2609,-8.7980,-8.5585,-9.0054,-1.1954,-0.9090,-1.5994,0.0874,0.1802,0.0462,1.1968,1.7365,0.6637
UDS_8531,0.6624,8.3754,8.4689,8.2590,0.0351,0.0695,0.0163,-9.8440,-9.4810,-10.1878,-1.6105,-1.1715,-1.8674,0.1395,0.3094,0.0442,3.4311,4.1640,2.4904
UDS_8532,1.2051,8.8113,9.0651,8.7353,1.9176,3.3426,1.0115,-8.5178,-8.2771,-8.9911,-0.2695,-0.0785,-0.4286,0.1668,0.2207,0.1084,1.1331,2.0722,0.6642
UDS_8533,0.6967,8.5819,8.6764,8.4757,0.0654,0.1273,0.0350,-9.7651,-9.4181,-10.0683,-1.0453,-0.5944,-1.5008,0.2459,0.4628,0.0803,3.4967,4.1377,2.7189
UDS_8540,0.9521,8.5853,8.7631,8.3454,0.4898,0.7431,0.3261,-8.9001,-8.5229,-9.1830,-0.8510,-0.3915,-1.4703,0.0567,0.1707,0.0172,2.1332,2.7886,1.2320
UDS_8544,2.9897,10.3338,10.4600,10.1772,44.7144,65.8557,29.8991,-8.6699,-8.4352,-8.9145,0.0173,0.1332,-0.2021,1.3862,1.6295,1.1520,0.8361,1.0755,0.5325
UDS_8549,0.9299,8.8807,8.9726,8.7907,0.1697,0.3301,0.0897,-9.6353,-9.3724,-9.9197,-0.7860,-0.2769,-1.3368,0.2939,0.5687,0.1001,2.8242,3.4362,2.2802
UDS_8558,1.5671,8.9435,9.1173,8.7826,4.0773,5.5410,1.6598,-8.3438,-8.1017,-8.7249,-0.8514,-0.4352,-1.1671,0.7096,0.8562,0.3953,0.7241,1.6546,0.2260
UDS_8567,1.0295,9.0462,9.1237,8.9387,0.7096,1.0503,0.5412,-9.2179,-8.9363,-9.3471,-0.5618,-0.3809,-0.8672,0.0743,0.2077,0.0205,2.4569,2.9123,1.8992
UDS_8568,1.4540,8.6590,8.8754,8.5117,3.8191,4.1507,3.3170,-8.0675,-7.9212,-8.3284,-0.1213,0.0092,-0.2142,0.4187,0.4583,0.3594,0.7382,1.3684,0.0790
UDS_8569,0.8710,8.4291,8.5599,8.2454,0.0401,0.1426,0.0071,-9.8406,-9.1625,-10.6424,-0.9360,-0.3581,-1.5156,0.5698,0.9216,0.2612,3.1394,3.8316,2.1768
UDS_8570,0.6920,8.5966,8.6849,8.4601,0.0591,0.1448,0.0244,-9.8322,-9.4057,-10.2358,-0.7889,-0.3400,-1.3586,0.3651,0.6571,0.1294,3.6220,4.2677,2.6658
UDS_8575,2.3419,9.9372,10.0141,9.8551,6.1129,8.2719,4.5105,-9.1554,-8.9529,-9.3450,-0.3909,-0.0631,-0.8433,0.2557,0.3866,0.1578,1.2042,1.4377,0.9589
UDS_8576,1.9801,9.7145,9.8242,9.5674,4.4097,7.5416,1.9652,-9.0929,-8.7072,-9.5075,-0.2979,-0.0131,-0.6485,0.4560,0.6500,0.2420,1.4596,1.8818,0.8963
UDS_8591,2.9189,9.8837,10.0006,9.7258,16.0852,21.2367,11.9822,-8.6543,-8.4446,-8.8969,-0.1546,0.0488,-0.3736,0.3551,0.4462,0.2473,0.8825,1.1343,0.5551
UDS_8592,0.5094,8.8058,8.8968,8.6939,0.4350,0.7649,0.2551,-9.1855,-8.8571,-9.4444,-0.3108,0.0261,-0.6308,0.2155,0.3800,0.0762,3.0719,3.8605,2.2489
UDS_8593,2.3169,9.4306,9.5672,9.2747,5.2864,7.1573,3.6730,-8.7125,-8.4276,-8.9999,-0.2922,-0.0899,-0.6192,0.0841,0.1786,0.0264,0.8644,1.2468,0.5030
UDS_8596,0.8501,8.6763,8.7661,8.5482,0.1822,0.2768,0.1226,-9.4275,-9.1655,-9.5961,-1.0993,-0.6798,-1.4935,0.0718,0.1590,0.0242,2.6040,3.2633,1.8926
UDS_8600,2.1841,9.8380,9.9587,9.6871,15.2942,31.1992,10.4180,-8.6498,-8.2300,-8.9084,-0.5573,-0.1410,-0.7964,1.0142,1.2569,0.7551,0.9519,1.4108,0.3664
UDS_8607,0.6895,8.7342,8.8697,8.5647,0.4518,0.6479,0.2656,-9.0977,-8.8096,-9.4017,-0.5533,-0.0969,-1.0070,0.4723,0.6706,0.2847,2.7936,3.4467,1.8926
UDS_8610,1.8015,9.2918,9.5553,9.0925,3.6429,5.1432,2.6691,-8.7665,-8.3865,-9.0190,-0.4326,-0.2416,-0.9479,0.3793,0.5662,0.2651,1.5319,1.7645,0.5003
UDS_8612,2.5514,9.7980,9.8858,9.6716,10.0118,13.4108,6.9181,-8.7940,-8.5668,-9.0239,-0.2870,-0.0333,-0.6052,0.2230,0.3289,0.1167,0.9381,1.1815,0.5828
UDS_8614,1.9825,9.2426,9.3676,9.0707,0.9806,3.2652,0.6737,-9.2476,-8.5380,-9.4985,-0.2187,0.0895,-0.8533,0.1976,0.6759,0.0502,1.7117,2.0045,1.0845
UDS_8615,1.2169,9.0061,9.1665,8.8433,1.6003,2.6454,1.1599,-8.7811,-8.4589,-9.0741,-0.1675,0.0353,-0.4317,0.1331,0.2171,0.0747,1.9446,2.7685,1.1234
UDS_8617,0.6829,8.8087,8.9865,8.5066,0.6972,0.9206,0.4627,-9.0239,-8.5456,-9.2446,-0.5047,-0.2456,-1.2472,0.4315,0.5760,0.2152,2.5894,3.3866,1.2135
UDS_8624,0.6736,8.7656,8.8955,8.6045,0.2507,0.4745,0.1371,-9.3808,-8.9505,-9.7082,-1.2883,-0.8449,-1.7878,0.2118,0.3533,0.1006,2.2154,3.1307,1.1928
UDS_8625,0.8205,8.4222,8.5735,8.2316,0.2116,0.3653,0.1537,-9.1043,-8.6685,-9.3512,-0.0036,0.1353,-0.6158,0.0918,0.2746,0.0278,2.3181,3.2395,1.0627
UDS_8627,1.2748,10.4645,10.4884,10.4342,0.1004,0.3040,0.0152,-11.4745,-10.9678,-12.2821,-0.0070,0.0882,-0.1266,0.1225,0.2549,0.0480,2.6808,2.8272,2.4685
UDS_8628,0.5718,10.4337,10.4972,10.3892,0.7867,1.4342,0.4476,-10.5442,-10.2496,-10.8403,0.0727,0.1601,-0.2028,0.8916,1.0394,0.7651,4.2952,5.0462,3.8724
UDS_8632,0.5517,8.7601,8.8326,8.6509,0.1360,0.2146,0.0858,-9.6307,-9.3428,-9.8713,-1.1002,-0.8032,-1.4885,0.1031,0.1915,0.0382,3.6040,4.2366,2.6681
UDS_8636,0.5657,8.6011,8.7432,8.4093,0.3547,0.4018,0.2274,-9.0340,-8.8395,-9.3402,-0.7108,-0.3272,-1.4831,0.0885,0.2387,0.0247,3.2670,3.8976,2.6038
UDS_8641,1.7386,9.4662,9.5764,9.2802,3.4468,4.5336,2.4954,-8.9254,-8.6615,-9.1514,-0.6514,-0.4340,-0.8740,0.0643,0.1379,0.0195,1.2633,1.6332,0.4310
UDS_8643,2.2927,10.0294,10.0965,9.9574,5.2399,9.4673,3.2828,-9.3234,-9.0397,-9.5260,-0.6266,-0.1775,-0.9407,0.1029,0.2720,0.0331,1.2689,1.5655,0.9990
UDS_8646,2.3715,9.4634,9.6091,9.2911,2.9277,6.2049,1.3683,-8.9977,-8.5863,-9.3806,-0.4737,-0.0197,-1.1659,0.3248,0.6775,0.1233,1.2681,1.6819,0.7920
UDS_8647,2.8408,9.2721,9.4775,8.9944,2.5577,5.9381,1.4528,-8.8109,-8.3633,-9.1704,-0.5839,-0.0823,-1.3712,0.2127,0.6393,0.0629,0.9027,1.2139,0.5080
UDS_8648,1.7406,9.5915,9.6808,9.4490,3.9675,5.7440,2.8033,-8.9827,-8.7342,-9.2094,-0.0427,0.0990,-0.3484,0.1195,0.1940,0.0531,1.5873,1.9242,1.2042
UDS_8655,0.7038,10.3767,10.4098,10.3333,0.7156,1.3084,0.4133,-10.5220,-10.2666,-10.7599,-0.0627,0.0917,-0.3122,0.2544,0.4114,0.1028,4.0676,4.4021,3.6274
UDS_8656,0.5091,9.0537,9.0799,9.0254,0.1997,0.3470,0.1619,-9.7407,-9.5207,-9.8539,-0.2973,-0.1984,-0.3972,0.0572,0.1155,0.0207,4.5590,5.0497,4.3689
UDS_8663,0.9460,8.5050,8.6005,8.3877,0.0594,0.1449,0.0117,-9.7486,-9.3354,-10.4115,-1.5730,-1.2451,-1.8742,0.0639,0.1363,0.0203,1.3429,1.9799,0.7151
UDS_8665,1.1351,10.0665,10.1272,10.0113,3.2595,4.5499,2.2147,-9.5463,-9.3795,-9.7529,-0.0758,0.0533,-0.2664,0.4231,0.5209,0.3205,2.6804,3.1835,2.3972
UDS_8674,2.9243,10.9695,11.0366,10.8823,43.8510,72.7971,27.4182,-9.3238,-9.0615,-9.5541,-0.0409,0.1020,-0.2478,1.5499,1.7954,1.3252,1.1794,1.3910,0.9699
UDS_8675,1.4682,10.8307,10.8648,10.7947,0.4994,0.8250,0.3213,-11.1390,-10.9059,-11.3206,-0.1444,0.0415,-0.2865,0.2190,0.3321,0.0870,2.9575,3.3597,2.5935
UDS_8676,1.7250,10.7300,10.7988,10.6542,42.9900,79.4247,33.2810,-9.0838,-8.8052,-9.2531,0.0291,0.1356,-0.2521,1.5288,1.7170,1.3588,1.6683,1.9289,1.3513
UDS_8677,1.7588,9.4806,9.5461,9.3820,2.4699,3.7196,1.7925,-9.0675,-8.8634,-9.2165,-1.3461,-0.9814,-1.6381,0.0319,0.0880,0.0092,1.4133,1.6570,1.0511
UDS_8690,1.0844,10.2662,10.3938,10.1822,32.9575,39.0128,20.3014,-8.7340,-8.6023,-9.0900,-0.0599,0.0928,-0.1907,1.2831,1.4206,1.2013,1.8558,2.6870,1.3480
UDS_8697,0.5204,9.4471,9.4756,9.4158,0.8086,1.1294,0.5914,-9.5383,-9.3784,-9.6953,-0.0079,0.1093,-0.1539,0.1184,0.1954,0.0566,4.2324,4.5726,3.9360
UDS_8704,0.5090,8.5088,8.6074,8.3682,0.1050,0.1712,0.0661,-9.5015,-9.1901,-9.7336,-0.8688,-0.4540,-1.2184,0.1431,0.2938,0.0463,3.0205,3.9950,1.6324
UDS_8709,1.8377,9.8532,9.9412,9.7026,7.5622,15.2504,4.5445,-8.9763,-8.5187,-9.2785,-0.1890,-0.0345,-0.3592,0.3774,0.4862,0.2266,1.3429,1.7171,0.7847
UDS_8713,0.9445,9.1647,9.2249,9.0859,0.5727,0.8688,0.4457,-9.3979,-9.1777,-9.5689,-0.0448,0.0854,-0.2237,0.0528,0.1326,0.0148,3.0803,3.4657,2.4950
UDS_8717,0.9547,9.0034,9.1008,8.6183,1.4181,3.5765,0.6348,-8.8653,-8.0241,-9.2534,-0.0671,0.0758,-0.2940,0.1675,0.2939,0.0526,2.0511,2.7070,0.4607
UDS_8721,2.9432,11.3692,11.4389,11.3004,19.5933,50.5720,5.3735,-10.0848,-9.6136,-10.7012,0.0565,0.1443,-0.0813,1.0574,1.2176,0.8969,1.2252,1.3652,1.0815
UDS_8722,1.6548,9.3855,9.4662,9.2369,1.3842,2.0785,0.9138,-9.2528,-8.9771,-9.4571,-1.0976,-0.6759,-1.4885,0.0666,0.1777,0.0198,1.6829,2.0857,1.0974
UDS_8723,1.7670,9.3823,9.4819,9.2905,1.1671,1.9711,0.7013,-9.3348,-9.0665,-9.5553,-0.7547,-0.3398,-1.3508,0.2299,0.4414,0.0906,1.5096,1.8894,1.0967
UDS_8724,1.0732,9.3621,9.4693,9.2201,1.5044,2.4573,1.0564,-9.1820,-8.8463,-9.4316,-0.1070,0.0849,-0.3198,0.2658,0.4547,0.1111,2.4926,3.2690,1.5971
UDS_8727,2.3923,9.8849,9.9947,9.7592,23.1114,31.7727,15.4640,-8.5495,-8.2747,-8.7141,-0.4207,-0.1325,-0.7352,0.5283,0.6649,0.2963,0.7105,1.0866,0.3945
UDS_8728,1.3616,8.5698,8.7491,8.2729,0.7235,0.9369,0.5967,-8.6769,-8.3679,-8.8962,-1.0991,-0.4620,-1.6622,0.1026,0.1892,0.0478,1.3942,1.9639,0.7664
UDS_8734,1.0967,10.2836,10.3560,10.2220,15.7226,21.0745,11.0921,-9.0884,-8.9326,-9.2804,-0.1411,0.0195,-0.3504,0.2304,0.3113,0.1417,2.3142,2.9685,1.7651
UDS_8735,2.2970,10.3606,10.4419,10.1911,23.0433,53.9351,19.0051,-8.9951,-8.4547,-9.1295,-0.2576,0.0829,-0.3521,0.7261,0.9317,0.5804,1.3005,1.7274,0.7066
UDS_8745,1.5790,10.8485,10.9296,10.8233,0.0968,0.3671,0.0035,-11.8692,-11.2972,-13.2836,0.0264,0.1417,-0.1630,0.3335,0.4216,0.1953,2.5501,3.7864,2.3432
UDS_8746,2.0504,9.1242,9.2637,8.9319,1.7856,3.3267,1.1711,-8.8196,-8.5431,-9.0866,-1.2787,-0.6356,-1.7103,0.1768,0.3186,0.0704,1.2334,1.5371,0.8190
UDS_8755,2.1565,9.4286,9.5504,9.2864,5.7658,7.7696,4.1718,-8.6646,-8.4590,-8.8781,-1.0999,-0.8699,-1.3682,0.1962,0.3190,0.1071,0.9152,1.4516,0.4239
UDS_8759,0.8927,9.5750,9.6386,9.5149,1.7851,2.4539,1.0816,-9.3444,-9.1377,-9.5600,-0.3257,-0.1166,-0.5899,0.1348,0.2305,0.0559,2.5109,3.0203,1.9912
UDS_8760,2.0047,10.4846,10.5369,10.4223,19.5841,28.1456,13.4591,-9.1832,-9.0174,-9.3756,-0.0800,0.0878,-0.2721,0.3728,0.4686,0.2645,1.5463,1.7270,1.3354
UDS_8761,1.3603,8.8387,9.0948,8.6078,0.8340,1.1865,0.6180,-8.9014,-8.6272,-9.2498,-1.0781,-0.6106,-1.5924,0.3390,0.4776,0.1880,1.9450,2.4459,1.2383
UDS_8764,0.6389,8.4595,8.6039,8.2825,0.1528,0.2677,0.0673,-9.2921,-8.8905,-9.7104,-0.9180,-0.2460,-1.5078,0.2988,0.4555,0.1645,3.0557,3.9017,1.8965
UDS_8773,0.6120,10.3558,10.4241,10.2209,8.7529,13.5501,5.4694,-9.3986,-9.0925,-9.6703,-0.1894,0.0661,-0.3356,0.3851,0.4774,0.3098,3.9262,4.3434,2.6991
UDS_8774,1.4736,9.0937,9.2613,8.9372,2.8103,4.0846,1.9924,-8.5957,-8.4468,-8.8952,-0.4698,-0.2433,-1.1553,0.0640,0.1323,0.0262,1.0415,1.9305,0.3948
UDS_8781,1.2848,10.0501,10.1363,9.9244,8.5144,14.1763,5.8668,-9.1292,-8.7870,-9.3452,-0.3843,-0.1370,-0.5384,0.2225,0.3200,0.0947,2.0815,2.5949,1.6128
UDS_8787,0.7371,8.8241,8.9142,8.6383,0.0679,0.3031,0.0167,-10.0213,-9.2193,-10.6319,-1.0910,-0.5872,-1.5239,0.4417,0.7595,0.2011,3.4504,4.0238,2.1307
UDS_8788,1.2582,9.2804,9.4315,9.0984,1.4004,3.4895,0.9160,-9.1390,-8.5860,-9.4443,-0.1857,0.0832,-0.7084,0.1333,0.5254,0.0525,2.0237,2.5532,1.2055
UDS_8791,0.6861,8.6856,8.7794,8.5836,0.2190,0.3834,0.1472,-9.3326,-9.0646,-9.5587,-1.3139,-0.8762,-1.6327,0.1160,0.2784,0.0395,3.0927,3.8202,2.4514
UDS_8797,0.6938,9.6817,9.7379,9.6080,1.3935,2.7732,0.8684,-9.5574,-9.1695,-9.7818,-0.1435,0.0571,-0.3642,0.4836,0.6479,0.3136,3.4556,3.9120,2.6006
UDS_8798,0.9415,9.0342,9.1351,8.9031,0.8213,1.1065,0.5530,-9.1195,-8.8646,-9.3617,-0.0372,0.1235,-0.2843,0.2575,0.3778,0.1289,2.4091,3.0128,1.8454
