# objname, z, logm_median, logm_errup, logm_errdown, logsfr_median, logsfr_errup, logsfr_errdown, fagn_median, fagn_errup, fagn_errdown, fmir_median, fmir_errup, fmir_errdown, ssfr_100_median, ssfr_100_errup, ssfr_100_errdown, massmet_2_median, massmet_2_errup, massmet_2_errdown, dust2_median, dust2_errup, dust2_errdown, avg_age_median, avg_age_errup, avg_age_errdown 
223268,0.358,9.220,9.278,9.152,-0.901,-0.759,-1.045,0.001,0.009,0.000,0.011,0.112,0.001,-10.122,-9.958,-10.281,-1.244,-0.969,-1.513,0.260,0.347,0.166,5.112,5.599,4.561
223277,0.608,9.829,9.912,9.757,-0.354,-0.091,-0.733,0.000,0.006,0.000,0.004,0.050,0.000,-10.196,-9.905,-10.595,-0.870,-0.286,-1.304,0.974,1.160,0.736,3.642,4.237,3.058
223278,0.692,10.893,10.935,10.814,-1.282,-0.915,-2.214,0.000,0.003,0.000,0.007,0.045,0.001,-12.175,-11.785,-13.102,-0.134,-0.002,-0.280,0.223,0.328,0.119,6.078,6.813,4.708
223288,0.488,10.596,10.632,10.560,0.692,0.821,0.567,0.000,0.002,0.000,0.002,0.013,0.000,-9.904,-9.755,-10.048,-0.292,-0.099,-0.478,0.553,0.655,0.459,4.772,5.239,4.310
223290,0.503,9.714,9.764,9.661,0.027,0.161,-0.096,0.001,0.007,0.000,0.013,0.120,0.001,-9.686,-9.539,-9.827,-0.894,-0.731,-1.101,0.135,0.219,0.064,3.843,4.347,3.307
223338,0.652,10.800,10.826,10.775,1.165,1.314,1.047,0.002,0.010,0.000,0.020,0.082,0.002,-9.642,-9.477,-9.755,0.101,0.154,0.011,0.465,0.583,0.407,3.990,4.536,3.623
223346,0.353,9.511,9.568,9.472,-0.802,-0.616,-0.990,0.001,0.010,0.000,0.017,0.099,0.003,-10.313,-10.097,-10.547,-0.450,-0.276,-0.666,0.329,0.440,0.226,5.523,6.456,5.045
223361,0.373,11.431,11.439,11.423,-1.344,-0.962,-2.271,0.000,0.000,0.000,0.002,0.008,0.001,-12.774,-12.393,-13.697,-0.221,-0.146,-0.282,0.108,0.141,0.071,8.930,8.938,8.891
223375,0.629,9.540,9.634,9.460,-0.007,0.125,-0.191,0.000,0.006,0.000,0.005,0.070,0.001,-9.568,-9.413,-9.755,-1.123,-0.937,-1.442,0.360,0.474,0.217,2.460,3.289,1.517
223381,0.482,9.445,9.521,9.363,-0.102,0.018,-0.240,0.001,0.015,0.000,0.013,0.124,0.001,-9.552,-9.376,-9.747,-0.721,-0.492,-0.992,0.385,0.503,0.285,3.494,4.061,2.774
223388,0.432,9.117,9.247,9.038,-0.687,-0.513,-0.865,0.001,0.013,0.000,0.010,0.168,0.001,-9.842,-9.608,-10.032,-0.620,-0.284,-1.258,0.183,0.344,0.078,3.538,4.342,2.691
223393,0.657,9.710,9.780,9.640,0.335,0.515,0.126,0.001,0.015,0.000,0.012,0.122,0.001,-9.386,-9.169,-9.601,-0.799,-0.457,-1.055,0.680,0.834,0.465,3.186,3.723,2.644
223406,0.660,9.237,9.419,9.166,0.320,0.459,0.239,0.001,0.016,0.000,0.013,0.170,0.003,-8.923,-8.782,-9.145,-0.425,-0.074,-0.852,0.125,0.274,0.086,2.392,2.781,1.824
223436,0.517,9.577,9.672,9.482,0.111,0.257,-0.032,0.000,0.005,0.000,0.002,0.053,0.000,-9.473,-9.281,-9.647,-0.915,-0.589,-1.212,0.374,0.480,0.246,2.958,3.690,2.175
223443,0.453,9.604,9.622,9.589,-3.250,-2.408,-5.148,0.000,0.001,0.000,0.003,0.019,0.001,-12.860,-12.014,-14.751,-1.965,-1.944,-1.975,0.292,0.312,0.271,5.748,6.198,5.430
223452,0.465,9.118,9.223,9.012,-0.384,-0.226,-0.548,0.007,0.190,0.000,0.039,0.564,0.001,-9.511,-9.301,-9.715,-0.791,-0.245,-1.276,0.929,1.126,0.691,3.724,4.509,2.776
223470,0.654,9.329,9.389,9.252,-0.519,-0.345,-0.666,0.001,0.006,0.000,0.016,0.121,0.002,-9.840,-9.639,-10.011,-1.173,-0.951,-1.409,0.077,0.168,0.026,3.924,4.514,3.346
223482,0.603,9.986,10.001,9.972,-2.882,-2.033,-5.028,0.000,0.001,0.000,0.003,0.022,0.001,-12.871,-12.018,-15.010,-1.968,-1.953,-1.976,0.303,0.322,0.285,5.048,5.379,4.796
223495,0.461,11.360,11.393,11.337,-1.892,-1.120,-3.798,0.000,0.001,0.000,0.003,0.018,0.001,-13.257,-12.484,-15.162,-0.335,-0.260,-0.415,0.193,0.232,0.156,6.204,6.955,5.686
223532,0.615,11.172,11.208,11.136,-2.136,-1.324,-4.162,0.000,0.002,0.000,0.005,0.042,0.001,-13.318,-12.494,-15.324,0.031,0.113,-0.070,0.116,0.160,0.073,4.272,4.684,3.878
223555,0.747,10.040,10.115,9.963,0.749,0.880,0.638,0.002,0.014,0.000,0.020,0.100,0.002,-9.296,-9.115,-9.441,-0.838,-0.659,-1.022,0.629,0.737,0.540,3.353,3.861,2.824
223561,0.451,9.880,9.964,9.786,0.617,0.736,0.498,0.000,0.001,0.000,0.002,0.011,0.000,-9.265,-9.097,-9.415,-0.816,-0.609,-1.063,0.200,0.264,0.149,4.131,4.695,3.491
223582,0.442,10.474,10.508,10.380,0.395,0.681,0.226,0.155,0.317,0.029,0.620,0.783,0.241,-10.083,-9.699,-10.276,-0.493,-0.325,-0.609,0.371,0.496,0.260,4.746,5.118,4.031
223583,0.545,9.840,9.903,9.759,0.393,0.605,0.237,0.001,0.010,0.000,0.005,0.082,0.001,-9.455,-9.197,-9.630,-0.410,-0.028,-0.749,0.573,0.763,0.369,3.377,4.052,2.635
223589,0.769,11.370,11.402,11.347,0.871,1.029,0.680,0.000,0.002,0.000,0.003,0.019,0.001,-10.501,-10.331,-10.708,-0.974,-0.850,-1.072,0.414,0.469,0.347,4.667,5.080,4.386
223599,0.329,9.301,9.332,9.270,-0.825,-0.693,-0.952,0.001,0.009,0.000,0.012,0.177,0.001,-10.124,-9.988,-10.264,-0.463,-0.350,-0.600,0.051,0.114,0.017,5.361,5.880,4.876
223627,0.618,10.341,10.389,10.289,1.085,1.186,0.882,0.002,0.007,0.000,0.019,0.064,0.003,-9.250,-9.113,-9.500,-0.233,-0.071,-0.387,0.373,0.439,0.286,3.097,3.512,2.714
223651,0.370,9.435,9.507,9.337,-1.095,-0.888,-1.291,0.002,0.026,0.000,0.019,0.242,0.001,-10.535,-10.276,-10.754,-1.069,-0.712,-1.388,0.540,0.657,0.384,5.422,5.984,4.667
223666,0.538,9.245,9.330,9.169,-0.526,-0.319,-0.708,0.001,0.018,0.000,0.015,0.219,0.001,-9.783,-9.530,-9.990,-0.818,-0.467,-1.280,0.286,0.460,0.146,3.928,4.408,3.287
223676,0.350,9.717,9.755,9.684,-0.716,-0.541,-0.913,0.000,0.002,0.000,0.002,0.027,0.000,-10.435,-10.238,-10.649,-0.302,-0.099,-0.530,0.426,0.553,0.309,5.645,6.140,5.231
223710,0.734,9.485,9.569,9.369,-0.119,0.191,-0.403,0.002,0.029,0.000,0.019,0.236,0.001,-9.603,-9.223,-9.930,-0.969,-0.606,-1.368,0.467,0.652,0.271,3.130,3.668,2.414
223715,0.505,11.016,11.067,10.979,1.396,1.478,1.321,0.165,0.202,0.123,0.537,0.585,0.475,-9.624,-9.520,-9.720,-0.170,0.027,-0.386,0.598,0.661,0.526,4.233,4.720,3.852
223764,0.379,9.324,9.375,9.263,-0.327,-0.236,-0.412,0.000,0.005,0.000,0.015,0.136,0.002,-9.643,-9.550,-9.747,-0.924,-0.811,-1.048,0.020,0.046,0.006,4.028,4.637,3.288
223787,0.534,9.067,9.111,9.037,0.003,0.138,-0.042,0.143,0.189,0.034,0.686,0.763,0.343,-9.052,-8.963,-9.101,-1.004,-0.902,-1.145,0.128,0.189,0.092,2.489,2.994,2.070
223792,0.518,10.058,10.125,10.000,-0.946,-0.575,-1.617,0.000,0.002,0.000,0.004,0.030,0.001,-11.009,-10.617,-11.692,-1.075,-0.790,-1.340,0.486,0.591,0.331,5.439,6.929,4.880
223809,0.379,10.984,11.016,10.956,0.919,1.035,0.787,0.083,0.116,0.056,0.377,0.451,0.299,-10.067,-9.942,-10.209,-0.027,0.111,-0.251,0.978,1.079,0.884,5.290,5.731,4.894
223826,0.466,10.717,10.747,10.700,-0.459,-0.279,-0.648,0.001,0.006,0.000,0.021,0.097,0.003,-11.177,-11.006,-11.374,-0.230,-0.104,-0.355,0.241,0.326,0.158,5.957,6.671,5.668
223828,0.695,10.332,10.363,10.304,-1.364,-0.782,-2.231,0.001,0.010,0.000,0.027,0.183,0.002,-11.696,-11.113,-12.561,-0.660,-0.505,-0.860,0.180,0.289,0.091,5.091,5.651,4.735
223832,0.727,9.432,9.537,9.328,-0.003,0.200,-0.193,0.001,0.016,0.000,0.009,0.161,0.001,-9.447,-9.156,-9.695,-0.603,-0.146,-1.011,0.291,0.466,0.143,3.095,3.760,2.389
223837,0.696,10.697,10.727,10.654,1.285,1.411,1.178,0.003,0.015,0.000,0.020,0.122,0.001,-9.404,-9.269,-9.528,0.030,0.123,-0.097,0.531,0.602,0.469,3.455,3.798,2.927
223841,0.228,10.110,10.135,10.095,-0.406,-0.238,-0.581,0.002,0.006,0.001,0.035,0.105,0.009,-10.515,-10.344,-10.719,-0.261,-0.166,-0.339,0.185,0.246,0.121,6.613,7.544,6.377
223861,0.132,8.530,8.574,8.484,-1.253,-1.118,-1.423,0.000,0.000,0.000,0.003,0.011,0.001,-9.785,-9.650,-9.951,-0.971,-0.845,-1.102,0.019,0.047,0.006,6.541,7.176,5.938
223883,0.630,9.741,9.842,9.649,0.267,0.396,0.008,0.002,0.021,0.000,0.035,0.289,0.002,-9.499,-9.339,-9.722,-1.125,-0.845,-1.408,0.299,0.424,0.154,2.610,3.292,1.870
223922,0.548,9.890,9.910,9.873,-1.470,-1.076,-2.926,0.000,0.001,0.000,0.003,0.021,0.001,-11.366,-10.962,-12.830,-1.964,-1.943,-1.975,0.300,0.330,0.270,5.381,5.860,5.060
223932,0.546,9.267,9.343,9.170,-0.541,-0.306,-0.754,0.007,0.049,0.000,0.077,0.427,0.002,-9.820,-9.501,-10.053,-1.609,-1.309,-1.847,0.192,0.296,0.103,3.398,4.068,2.558
223941,0.637,9.456,9.596,9.302,0.046,0.274,-0.141,0.002,0.023,0.000,0.013,0.184,0.001,-9.438,-9.067,-9.685,-0.906,-0.563,-1.357,0.650,0.813,0.465,3.061,3.750,1.780
223945,0.230,10.106,10.154,10.052,0.423,0.526,0.317,0.000,0.003,0.000,0.003,0.023,0.000,-9.683,-9.548,-9.815,-0.811,-0.641,-0.985,0.733,0.796,0.665,5.646,6.167,5.153
223973,0.563,10.241,10.265,10.204,-0.077,0.047,-0.188,0.000,0.003,0.000,0.004,0.044,0.000,-10.309,-10.179,-10.442,-0.051,0.026,-0.140,0.092,0.181,0.030,7.286,7.443,6.923
223998,0.759,10.270,10.317,10.169,-0.529,0.332,-1.701,0.002,0.018,0.000,0.026,0.213,0.002,-10.817,-9.835,-12.004,-0.720,-0.470,-0.956,0.350,0.629,0.145,4.248,4.713,3.425
224015,0.624,9.792,9.896,9.688,0.289,0.467,0.078,0.001,0.010,0.000,0.006,0.072,0.000,-9.508,-9.263,-9.762,-0.833,-0.289,-1.273,1.255,1.461,1.012,3.295,3.838,2.548
224017,0.517,9.944,10.010,9.881,0.418,0.580,0.256,0.001,0.004,0.000,0.006,0.037,0.001,-9.539,-9.341,-9.697,-0.702,-0.230,-0.965,0.331,0.446,0.159,3.839,4.256,3.389
224024,0.755,9.399,9.569,9.197,0.367,0.739,0.222,0.001,0.009,0.000,0.012,0.085,0.001,-9.090,-8.466,-9.263,-0.994,-0.780,-1.534,0.263,0.390,0.127,2.027,2.690,0.644
224033,0.437,10.171,10.207,10.133,0.310,0.411,0.201,0.001,0.005,0.000,0.006,0.050,0.001,-9.860,-9.745,-9.981,-0.514,-0.354,-0.664,0.289,0.357,0.217,4.395,4.856,3.942
224044,0.355,11.027,11.048,11.004,-1.003,-0.781,-1.260,0.000,0.000,0.000,0.002,0.010,0.000,-12.031,-11.805,-12.287,-0.149,-0.062,-0.229,0.095,0.135,0.049,7.086,7.535,6.520
224100,0.725,10.308,10.400,10.228,0.978,1.104,0.826,0.002,0.009,0.000,0.012,0.068,0.001,-9.324,-9.141,-9.562,-0.278,-0.091,-0.527,0.868,0.987,0.730,2.677,3.404,1.896
224102,0.751,10.170,10.213,10.123,0.844,1.048,0.721,0.000,0.002,0.000,0.002,0.022,0.000,-9.318,-9.090,-9.480,-0.414,-0.118,-0.713,0.204,0.338,0.138,3.144,3.672,2.655
224104,0.743,10.076,10.148,10.009,0.555,0.688,0.408,0.001,0.006,0.000,0.007,0.063,0.000,-9.526,-9.350,-9.695,-0.781,-0.550,-1.049,0.358,0.472,0.246,3.364,3.706,2.957
224117,0.397,10.276,10.317,10.239,0.379,0.482,0.277,0.002,0.016,0.000,0.020,0.167,0.001,-9.899,-9.782,-10.014,-0.666,-0.523,-0.807,0.298,0.363,0.232,4.681,5.124,4.242
224125,0.381,10.893,10.912,10.876,-1.236,-0.829,-2.244,0.000,0.001,0.000,0.003,0.018,0.001,-12.131,-11.720,-13.142,-0.181,-0.098,-0.273,0.210,0.262,0.163,6.337,6.784,6.005
224159,0.684,10.587,10.633,10.543,-0.471,-0.311,-0.677,0.000,0.002,0.000,0.004,0.034,0.001,-11.056,-10.901,-11.262,-0.573,-0.333,-0.811,0.198,0.306,0.088,4.360,4.708,3.981
224171,0.373,9.863,10.001,9.812,-1.659,-1.082,-2.737,0.001,0.004,0.000,0.014,0.069,0.002,-11.544,-10.921,-12.684,-0.577,-0.423,-0.795,0.227,0.325,0.135,5.824,8.463,5.160
224193,0.287,9.036,9.089,8.974,-2.412,-1.858,-3.410,0.000,0.004,0.000,0.006,0.070,0.001,-11.443,-10.872,-12.445,-0.750,-0.595,-0.972,0.220,0.322,0.125,4.863,5.501,4.040
224211,0.221,9.112,9.154,9.071,-0.754,-0.584,-0.885,0.000,0.004,0.000,0.010,0.084,0.001,-9.860,-9.686,-10.012,-0.710,-0.602,-0.833,0.082,0.132,0.040,5.655,6.213,5.135
224226,0.650,10.233,10.343,10.023,1.193,1.469,1.038,0.000,0.001,0.000,0.001,0.008,0.000,-9.049,-8.597,-9.272,-0.657,-0.015,-0.829,1.671,1.850,1.438,3.150,3.746,2.149
224229,0.315,8.535,8.616,8.463,-2.754,-2.189,-3.808,0.001,0.006,0.000,0.009,0.089,0.001,-11.296,-10.711,-12.388,-1.501,-1.126,-1.794,0.395,0.536,0.237,5.961,7.054,5.146
224236,0.393,9.295,9.375,9.214,-1.138,-0.678,-1.926,0.018,0.084,0.000,0.188,0.581,0.004,-10.448,-9.910,-11.269,-0.747,-0.467,-1.067,0.461,0.625,0.285,4.915,5.633,4.199
224237,0.353,8.811,8.873,8.741,-1.658,-1.299,-2.194,0.158,0.345,0.060,0.744,0.876,0.496,-10.487,-10.094,-10.996,-0.188,0.047,-0.556,0.190,0.365,0.068,4.336,5.106,3.374
224253,0.273,8.731,8.806,8.652,-1.723,-1.357,-2.287,0.001,0.009,0.000,0.008,0.101,0.001,-10.461,-10.068,-11.034,-0.548,-0.211,-0.978,0.462,0.661,0.268,4.952,5.748,4.030
224255,0.744,9.550,9.640,9.460,0.369,0.548,0.221,0.001,0.010,0.000,0.011,0.077,0.001,-9.174,-8.956,-9.393,-0.653,-0.379,-0.983,0.446,0.569,0.321,2.930,3.360,2.199
224260,0.552,9.395,9.458,9.338,0.048,0.173,-0.106,0.001,0.101,0.000,0.010,0.562,0.001,-9.362,-9.204,-9.524,-0.312,0.020,-0.941,0.161,0.462,0.069,2.932,3.395,2.403
224287,0.220,9.634,9.670,9.597,-0.405,-0.299,-0.510,0.000,0.001,0.000,0.003,0.018,0.000,-10.042,-9.926,-10.153,-0.524,-0.406,-0.641,0.266,0.316,0.210,6.377,7.052,5.857
224354,0.635,9.586,9.670,9.515,-0.090,0.112,-0.298,0.001,0.014,0.000,0.012,0.127,0.001,-9.697,-9.457,-9.904,-0.663,-0.319,-1.117,0.605,0.793,0.423,3.512,3.984,2.950
224377,0.304,9.017,9.084,8.947,-1.625,-1.232,-2.248,0.001,0.008,0.000,0.008,0.090,0.001,-10.659,-10.216,-11.296,-0.818,-0.559,-1.157,0.388,0.542,0.234,5.640,6.389,4.957
224405,0.510,9.784,9.881,9.683,0.163,0.361,-0.062,0.001,0.006,0.000,0.005,0.047,0.000,-9.623,-9.351,-9.910,-0.885,-0.500,-1.240,0.688,0.814,0.540,3.612,4.166,2.924
224409,0.691,9.350,9.422,9.259,-0.654,-0.336,-0.974,0.001,0.009,0.000,0.008,0.102,0.001,-10.012,-9.608,-10.381,0.021,0.131,-0.197,0.339,0.529,0.169,4.007,4.823,3.329
224411,0.365,9.534,9.596,9.471,-1.675,-1.124,-2.589,0.000,0.004,0.000,0.007,0.063,0.001,-11.212,-10.638,-12.146,-0.317,-0.129,-0.554,0.347,0.504,0.193,5.369,6.164,4.660
224422,0.378,10.511,10.534,10.490,0.052,0.174,-0.069,0.000,0.001,0.000,0.002,0.010,0.000,-10.456,-10.343,-10.576,-0.339,-0.179,-0.454,0.340,0.416,0.252,6.056,6.466,5.691
224436,0.371,8.820,8.932,8.703,-0.763,-0.605,-0.950,0.002,0.027,0.000,0.017,0.234,0.001,-9.606,-9.359,-9.814,-1.140,-0.778,-1.560,0.395,0.512,0.264,3.727,4.530,2.621
224439,0.658,9.519,9.533,9.504,-1.586,-0.847,-3.244,0.000,0.001,0.000,0.001,0.009,0.000,-11.105,-10.361,-12.765,-1.957,-1.924,-1.973,1.016,1.044,0.987,0.563,0.698,0.541
224447,0.521,10.497,10.538,10.452,1.102,1.208,1.008,0.187,0.239,0.136,0.543,0.600,0.474,-9.394,-9.268,-9.510,0.120,0.168,0.033,0.997,1.090,0.908,3.100,3.630,2.642
224458,0.211,9.063,9.149,8.984,-2.975,-2.279,-4.375,0.000,0.002,0.000,0.004,0.048,0.001,-12.053,-11.305,-13.468,-1.039,-0.907,-1.232,0.188,0.330,0.081,8.325,10.322,6.607
224460,0.768,10.070,10.137,9.996,0.479,0.662,0.246,0.001,0.034,0.000,0.006,0.178,0.000,-9.597,-9.378,-9.847,-0.774,-0.518,-1.056,0.752,0.909,0.559,3.253,3.648,2.806
224478,0.724,9.359,9.474,9.256,0.022,0.200,-0.188,0.004,0.049,0.000,0.037,0.345,0.002,-9.358,-9.104,-9.581,-0.894,-0.411,-1.356,0.451,0.629,0.198,2.827,3.374,2.135
224487,0.389,9.938,9.976,9.904,-0.804,-0.588,-1.053,0.000,0.003,0.000,0.006,0.036,0.001,-10.756,-10.515,-11.007,-0.420,-0.250,-0.624,0.397,0.530,0.284,6.117,6.909,5.584
224521,0.705,9.994,10.072,9.896,0.791,0.909,0.655,0.001,0.009,0.000,0.008,0.061,0.001,-9.192,-9.030,-9.385,-0.146,0.063,-0.465,0.924,1.085,0.789,2.876,3.401,2.094
224543,0.380,11.070,11.089,11.047,-0.174,-0.054,-0.307,0.000,0.001,0.000,0.003,0.018,0.001,-11.244,-11.116,-11.383,-0.016,0.049,-0.089,0.167,0.226,0.121,7.370,7.723,6.863
224551,0.202,9.759,9.793,9.723,-0.801,-0.588,-0.992,0.118,0.137,0.102,0.582,0.630,0.534,-10.562,-10.332,-10.762,-0.182,-0.026,-0.345,0.515,0.628,0.395,5.628,6.150,5.052
224614,0.516,9.630,9.706,9.575,0.141,0.263,0.014,0.001,0.009,0.000,0.019,0.140,0.001,-9.496,-9.351,-9.649,-0.417,-0.171,-0.768,0.127,0.242,0.053,2.400,3.168,1.576
224615,0.360,9.852,9.890,9.812,0.143,0.228,0.050,0.001,0.007,0.000,0.007,0.075,0.001,-9.701,-9.621,-9.804,-0.532,-0.393,-0.659,0.267,0.319,0.212,4.785,5.389,4.195
224621,0.327,9.045,9.112,8.978,-2.110,-1.609,-3.018,0.000,0.005,0.000,0.008,0.073,0.001,-11.158,-10.642,-12.102,-0.903,-0.662,-1.221,0.338,0.481,0.208,5.629,6.398,4.891
224641,0.459,10.582,10.645,10.556,-2.379,-1.627,-4.083,0.000,0.001,0.000,0.004,0.027,0.001,-12.971,-12.237,-14.674,-0.302,-0.198,-0.420,0.085,0.146,0.038,6.161,7.605,5.627
224707,0.319,9.024,9.067,8.974,-0.386,-0.286,-0.472,0.001,0.006,0.000,0.005,0.051,0.001,-9.405,-9.286,-9.510,-0.196,-0.078,-0.364,0.223,0.276,0.182,4.689,5.259,4.111
224717,0.531,10.771,10.793,10.749,0.456,0.575,0.335,0.002,0.006,0.000,0.018,0.059,0.003,-10.318,-10.184,-10.447,-0.083,0.050,-0.200,0.371,0.468,0.288,5.267,5.756,4.951
224723,0.204,9.311,9.346,9.205,-2.860,-2.370,-4.275,0.000,0.003,0.000,0.005,0.057,0.001,-12.154,-11.657,-13.545,-0.680,-0.578,-0.778,0.103,0.175,0.040,9.882,10.387,7.351
224726,0.601,9.251,9.336,9.110,-0.152,0.130,-0.431,0.000,0.007,0.000,0.008,0.102,0.001,-9.427,-9.026,-9.705,-1.202,-0.908,-1.489,0.133,0.236,0.053,2.940,3.522,1.916
224743,0.625,10.915,10.941,10.880,-2.224,-1.447,-4.074,0.000,0.003,0.000,0.007,0.048,0.001,-13.131,-12.354,-14.996,-0.197,-0.045,-0.325,0.135,0.192,0.079,5.044,5.468,4.549
224746,0.450,10.822,10.855,10.791,0.702,0.832,0.570,0.071,0.117,0.045,0.413,0.507,0.318,-10.119,-9.972,-10.268,-0.198,-0.080,-0.345,0.475,0.538,0.418,4.932,5.426,4.509
224747,0.658,9.626,9.706,9.553,0.511,0.631,0.373,0.004,0.077,0.000,0.053,0.518,0.001,-9.119,-8.962,-9.287,-1.020,-0.827,-1.233,0.171,0.321,0.089,2.514,3.047,1.793
224753,0.508,10.543,10.588,10.495,0.525,0.678,0.353,0.005,0.034,0.000,0.055,0.296,0.002,-10.015,-9.837,-10.220,-0.159,-0.009,-0.312,0.288,0.387,0.186,4.219,4.760,3.672
224801,0.524,9.064,9.156,8.969,-1.491,-0.921,-2.383,0.002,0.036,0.000,0.020,0.303,0.001,-10.563,-9.932,-11.491,-1.068,-0.685,-1.493,0.548,0.745,0.339,4.536,5.413,3.680
224821,0.230,10.054,10.107,9.956,-0.544,-0.377,-0.725,0.019,0.037,0.000,0.166,0.295,0.002,-10.605,-10.380,-10.789,-0.972,-0.736,-1.135,0.831,0.929,0.685,6.223,6.746,5.635
224851,0.628,10.252,10.300,10.192,0.747,0.892,0.609,0.000,0.001,0.000,0.004,0.022,0.001,-9.504,-9.331,-9.663,-0.508,-0.347,-0.673,0.139,0.224,0.078,3.352,3.805,2.824
224858,0.446,9.579,9.624,9.530,-1.242,-1.017,-1.556,0.006,0.065,0.000,0.123,0.660,0.003,-10.827,-10.583,-11.146,-0.827,-0.653,-1.058,0.084,0.190,0.028,4.715,5.236,4.150
224882,0.435,9.423,9.487,9.361,-0.636,-0.491,-0.802,0.000,0.004,0.000,0.005,0.046,0.001,-10.052,-9.886,-10.268,-0.746,-0.553,-1.034,0.249,0.348,0.178,5.141,5.672,4.513
224887,0.362,9.900,9.961,9.834,0.567,0.712,0.453,0.001,0.006,0.000,0.011,0.059,0.001,-9.331,-9.162,-9.469,-0.742,-0.611,-0.898,0.305,0.370,0.245,4.400,4.930,3.839
224912,0.709,10.656,10.683,10.632,-0.089,0.056,-0.264,0.001,0.005,0.000,0.010,0.089,0.001,-10.746,-10.588,-10.920,-0.014,0.088,-0.134,0.097,0.216,0.037,5.016,5.520,4.709
224919,0.382,8.878,8.962,8.784,-0.975,-0.708,-1.270,0.073,0.537,0.000,0.444,0.870,0.004,-9.870,-9.541,-10.172,-1.027,-0.494,-1.503,0.325,0.561,0.142,4.215,4.874,3.374
224940,0.197,9.201,9.268,9.168,-2.557,-2.040,-3.747,0.001,0.015,0.000,0.022,0.205,0.001,-11.782,-11.249,-12.982,-1.202,-1.053,-1.371,0.309,0.391,0.240,7.598,9.337,6.874
224964,0.605,9.117,9.203,9.022,-0.685,-0.457,-0.895,0.001,0.020,0.000,0.023,0.255,0.002,-9.803,-9.536,-10.039,-0.762,-0.446,-1.138,0.186,0.362,0.070,3.686,4.396,2.886
224992,0.364,9.320,9.405,9.185,-1.701,-1.164,-2.453,0.065,0.234,0.002,0.624,0.848,0.056,-11.021,-10.425,-11.799,-1.616,-1.144,-1.867,0.195,0.348,0.081,4.908,5.827,3.524
225033,0.575,10.144,10.198,10.086,0.738,0.844,0.629,0.000,0.006,0.000,0.004,0.046,0.000,-9.404,-9.251,-9.555,0.005,0.120,-0.159,0.880,0.978,0.799,3.923,4.378,3.491
225045,0.370,10.498,10.508,10.484,-2.100,-1.383,-3.869,0.000,0.003,0.000,0.010,0.058,0.001,-12.594,-11.874,-14.360,-0.410,-0.309,-0.550,0.111,0.223,0.044,8.939,8.962,8.818
225050,0.355,10.746,10.768,10.725,0.799,0.912,0.683,0.169,0.220,0.122,0.552,0.611,0.482,-9.949,-9.831,-10.064,0.149,0.176,0.106,0.875,0.940,0.810,5.433,5.816,5.108
225065,0.636,10.018,10.111,9.792,0.550,1.065,0.261,0.004,0.032,0.000,0.025,0.189,0.001,-9.495,-8.721,-9.841,0.049,0.148,-0.165,1.035,1.256,0.832,2.705,3.443,1.005
225068,0.660,9.550,9.632,9.488,-0.004,0.161,-0.201,0.002,0.018,0.000,0.022,0.188,0.002,-9.576,-9.395,-9.749,-0.666,-0.362,-1.036,0.276,0.446,0.131,3.322,3.772,2.920
225071,0.680,11.241,11.272,11.206,-0.979,-0.431,-2.205,0.000,0.001,0.000,0.002,0.016,0.000,-12.221,-11.673,-13.459,-0.377,-0.224,-0.509,0.732,0.808,0.658,4.644,5.077,4.314
225115,0.359,10.373,10.402,10.340,0.257,0.378,0.109,0.009,0.039,0.000,0.087,0.361,0.002,-10.119,-10.000,-10.255,-0.356,-0.172,-0.507,0.352,0.470,0.208,5.344,5.928,4.769
225118,0.497,9.690,9.759,9.607,-0.120,0.016,-0.272,0.001,0.009,0.000,0.007,0.078,0.001,-9.811,-9.628,-9.991,-0.679,-0.267,-1.030,0.555,0.700,0.375,4.087,4.682,3.491
225138,0.290,9.435,9.491,9.376,-0.350,-0.235,-0.462,0.001,0.009,0.000,0.018,0.114,0.002,-9.780,-9.648,-9.918,-0.667,-0.495,-0.830,0.226,0.292,0.152,4.505,5.200,3.755
225141,0.664,9.824,9.890,9.767,1.006,1.092,0.830,0.001,0.005,0.000,0.006,0.066,0.000,-8.828,-8.689,-9.055,-0.869,0.141,-1.091,0.514,0.710,0.218,1.665,2.685,1.407
225148,0.522,10.925,10.958,10.898,-0.535,-0.306,-0.827,0.001,0.003,0.000,0.009,0.048,0.001,-11.463,-11.227,-11.775,-0.201,-0.081,-0.356,0.299,0.387,0.199,5.329,6.062,4.908
225154,0.655,9.922,9.972,9.836,-0.969,-0.651,-1.254,0.000,0.001,0.000,0.002,0.011,0.001,-10.890,-10.527,-11.175,-0.508,-0.215,-0.750,0.296,0.408,0.149,6.257,6.890,4.748
225197,0.406,10.771,10.790,10.733,-0.121,-0.012,-0.263,0.000,0.001,0.000,0.010,0.024,0.003,-10.893,-10.779,-11.020,-0.024,0.064,-0.097,0.057,0.101,0.024,6.961,7.485,5.952
225203,0.461,9.135,9.236,9.020,-0.988,-0.669,-1.638,0.003,0.046,0.000,0.053,0.508,0.002,-10.115,-9.763,-10.829,-1.216,-0.836,-1.597,0.183,0.300,0.077,3.868,4.619,2.848
